"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_020852_167";0.3;0.4;27.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_020907_167";1.6;2.0;31.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_020912_167";0.5;2.2;29.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_020924_645";1.2;3.4;14.0;"noise";0.59;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_020936_267";2.4;2.5;10.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_020945_895";0.3;4.8;24.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021008_471";0.9;1.0;14.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021014_627";2.0;3.8;19.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021019_627";0.3;2.5;31.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021029_627";0.8;3.9;18.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021039_627";0.5;2.4;21.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021043_807";2.8;2.9;20.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021049_646";4.4;4.5;38.0;"Myonat";0.07;"noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021054_646";3.8;3.9;24.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021105_791";2.9;3.0;13.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021112_753";3.9;4.0;20.0;"noise";0.39;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021118_886";2.3;2.4;13.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021127_276";1.6;1.7;30.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021127_276";2.1;2.2;39.0;"Pipkuh";0.29;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021136_952";1.3;1.4;20.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021214_977";1.5;1.6;8.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021221_471";"0.0";0.5;44.0;"Pippip";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021224_000";"0.0";3.9;45.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021238_432";1.9;2.0;15.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021243_432";0.4;0.7;21.0;"noise";0.36;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021302_718";0.1;0.2;17.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021307_941";"0.0";0.1;22.0;"noise";0.79;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021311_940";"0.0";0.1;41.0;"noise";0.26;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021326_693";2.7;2.8;33.0;"noise";0.43;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021331_693";4.7;4.8;39.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021336_693";2.4;3.6;19.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021410_721";"0.0";0.1;31.0;"noise";0.68;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021416_529";"0.0";1.4;27.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021457_426";0.4;3.3;19.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021518_297";0.3;2.8;34.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021522_699";2.5;2.6;20.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021555_491";4.8;4.9;27.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021600_491";0.2;3.1;25.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021605_491";0.2;2.2;19.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021610_491";0.2;0.3;21.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021640_491";1.1;4.6;16.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021707_213";"0.0";3.0;23.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021737_039";0.5;4.6;54.0;"Pippyg";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021747_039";0.5;0.6;34.0;"noise";0.17;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021757_039";0.9;1.1;27.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021806_606";"0.0";0.6;14.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021810_011";"0.0";5.0;14.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021815_011";0.4;0.8;13.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021819_469";"0.0";3.3;12.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021824_469";"0.0";0.6;11.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021904_000";2.3;2.4;39.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021920_014";"0.0";0.1;9.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021930_455";4.5;4.7;32.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021935_455";1.0;1.1;49.0;"Yposp";0.03;"Tetvir, Pippip, Phogri, Leppun";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021935_455";2.6;2.7;21.0;"noise";0.46;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021954_092";0.2;0.3;21.0;"noise";0.75;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_021958_406";2.4;2.5;16.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022004_993";4.5;5.0;48.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022014_993";1.3;1.4;9.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022032_872";3.9;4.0;13.0;"noise";0.76;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022038_887";2.3;4.3;32.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022043_887";1.3;1.8;24.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022117_645";1.5;1.6;17.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022122_645";0.5;3.4;25.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022127_645";1.8;1.9;22.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022132_645";0.1;0.2;18.0;"piaf";0.16;"noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022135_590";1.6;3.5;22.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022140_590";0.5;0.6;16.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022204_240";"0.0";3.6;33.0;"noise";0.1;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022204_240";"0.0";1.2;30.0;"Phogri";0.22;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022216_867";3.4;3.5;14.0;"noise";0.3;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022216_867";4.3;5.0;49.0;"Pippip";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022221_867";0.2;3.0;49.0;"Pippip";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022229_685";"0.0";0.1;33.0;"noise";0.71;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022239_685";"0.0";0.2;9.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022302_339";"0.0";0.1;21.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022339_731";4.2;4.3;15.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022349_731";1.7;1.8;37.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022354_731";1.6;2.8;24.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022359_731";1.4;1.5;12.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022402_590";2.7;2.8;20.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022407_590";3.8;4.8;20.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022455_242";1.8;1.9;21.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022455_242";"0.0";3.2;52.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022629_380";3.0;3.1;10.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022653_617";"0.0";2.3;22.0;"Nyclei";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022701_773";"0.0";1.1;22.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022723_798";3.5;3.6;21.0;"noise";0.63;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022746_745";2.7;2.9;12.0;"noise";0.64;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022756_185";3.6;3.7;12.0;"noise";0.69;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022801_185";1.4;2.9;34.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022806_185";0.8;0.9;36.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022811_185";3.1;3.2;25.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022816_185";1.6;1.7;17.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022836_459";2.0;2.6;22.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022841_459";1.1;5.0;27.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022846_459";2.6;2.7;28.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022858_793";1.2;1.3;21.0;"noise";0.71;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022906_617";2.9;3.0;15.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022924_527";"0.0";0.1;27.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022939_098";2.3;2.4;12.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022944_098";0.9;1.6;42.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_022950_533";"0.0";0.1;20.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023009_583";1.0;1.1;38.0;"noise";0.21;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023013_774";"0.0";0.1;54.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023018_335";2.5;2.6;38.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023026_188";2.3;2.4;32.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023038_105";1.2;1.3;21.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023131_575";1.3;3.1;9.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023229_768";"0.0";0.1;30.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023324_717";1.5;4.9;26.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023329_717";2.3;4.6;20.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023334_717";0.9;1.4;17.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023340_857";"0.0";2.1;23.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023350_481";4.6;4.7;13.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023355_481";0.5;2.8;16.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023405_481";0.3;2.3;15.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023415_481";1.0;3.6;16.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023435_481";4.2;4.3;20.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023450_481";1.1;1.2;12.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023505_481";4.5;4.6;56.0;"noise";0.08;"Myoema";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023516_191";2.3;2.8;39.0;"noise";0.53;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023516_191";0.6;5.0;38.0;"Pipnat";0.79;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023521_191";"0.0";5.0;38.0;"Pipkuh";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023526_191";"0.0";1.3;37.0;"Pipkuh";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023536_191";3.3;3.4;14.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023541_191";2.2;2.3;12.0;"piaf";0.08;"noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023546_191";4.7;4.8;13.0;"noise";0.73;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023555_140";2.2;4.4;25.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023639_130";0.2;0.3;21.0;"Nyclei";0.46;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023706_421";0.4;0.5;15.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023909_495";3.9;4.8;21.0;"noise";0.73;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023909_495";"0.0";3.0;22.0;"Nyclei";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023921_969";"0.0";0.6;35.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023949_223";1.1;4.8;15.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023954_223";0.8;1.6;24.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_023959_223";"0.0";0.1;19.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024004_223";2.4;4.3;64.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024021_894";2.7;2.8;10.0;"piaf";0.2;"noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024026_894";4.7;4.8;12.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024031_894";0.8;0.9;17.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024103_772";0.8;3.6;30.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024124_880";2.8;2.9;28.0;"noise";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024124_880";"0.0";5.0;38.0;"Pipkuh";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024129_880";2.4;2.5;19.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024129_880";"0.0";3.2;38.0;"Pipnat";0.75;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024256_119";"0.0";0.3;17.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024300_456";"0.0";3.1;51.0;"Minsch";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024300_456";4.5;4.8;27.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024400_546";1.5;2.4;36.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024400_546";"0.0";4.4;53.0;"Pippyg";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024412_355";"0.0";4.2;33.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024431_073";1.1;1.2;18.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024431_073";0.9;4.1;23.0;"Nyclei";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024436_073";0.8;0.9;32.0;"noise";0.58;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024436_073";0.1;4.6;22.0;"Nyclei";0.78;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024445_867";1.7;1.8;21.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024453_949";0.7;0.8;16.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024458_949";4.3;4.4;30.0;"noise";0.45;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024513_837";1.5;1.6;30.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024528_679";1.8;1.9;32.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024541_122";0.4;4.5;20.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024546_122";1.9;2.2;20.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024551_122";2.7;4.6;32.0;"noise";0.13;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024556_122";2.3;2.4;26.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024609_945";"0.0";0.1;30.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024623_305";2.5;2.6;18.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024626_953";0.8;0.9;10.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024631_953";0.5;0.6;15.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024642_817";3.1;3.2;34.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024647_817";2.2;2.3;13.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024701_933";0.3;2.3;28.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024716_585";2.3;2.4;9.0;"piaf";0.42;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024721_585";0.1;0.2;19.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024726_585";4.8;4.9;20.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024742_585";0.1;3.2;26.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024842_883";0.6;0.7;19.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024855_649";"0.0";0.1;33.0;"noise";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024927_761";2.2;2.3;26.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024932_761";3.3;3.4;18.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024937_761";3.2;5.0;11.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_024942_761";0.8;3.8;14.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025100_977";2.8;2.9;20.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025203_529";0.9;2.9;28.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025304_958";2.8;2.9;39.0;"noise";0.76;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025309_861";"0.0";1.5;27.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025328_577";"0.0";0.1;38.0;"noise";0.13;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025347_248";1.4;1.5;17.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025424_363";2.4;2.6;8.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025429_363";2.6;4.0;26.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025532_307";"0.0";0.1;27.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025544_756";"0.0";3.8;20.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025616_951";2.2;2.3;20.0;"noise";0.07;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025630_057";0.2;0.3;35.0;"noise";0.09;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025635_003";"0.0";3.0;21.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025635_003";"0.0";0.1;41.0;"Phogri";0.05;"Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025641_050";3.4;4.6;31.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025701_015";2.1;2.6;23.0;"Nyclei";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025706_015";2.7;2.8;28.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025757_074";2.3;2.5;32.0;"noise";0.05;"Antsp, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025757_074";2.3;2.5;22.0;"Phogri";0.07;"Phofem, noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025805_733";0.6;2.6;24.0;"noise";0.46;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025814_204";"0.0";0.1;31.0;"noise";0.78;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025820_416";"0.0";5.0;26.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025830_416";4.5;4.6;28.0;"noise";0.57;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025902_129";1.8;1.9;14.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025912_129";4.3;4.4;18.0;"noise";0.53;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_025929_067";"0.0";0.1;34.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_030050_519";"0.0";0.1;28.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_030208_553";1.5;1.6;29.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_030226_354";"0.0";0.1;25.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_030252_837";"0.0";0.1;41.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_030404_153";1.4;2.9;41.0;"noise";0.77;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_030404_153";"0.0";2.8;22.0;"Nyclei";0.99;"";"";"";"";""
