"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215127_187";"0.0";4.9;12.0;"Tetvir";0.77;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215132_187";0.4;2.1;24.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215138_611";"0.0";5.0;23.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215138_611";"0.0";4.9;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215143_611";"0.0";4.8;15.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215143_611";2.0;5.0;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215148_611";0.8;4.7;11.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215148_611";"0.0";5.0;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215153_611";"0.0";3.3;20.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215153_611";"0.0";2.4;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215158_611";4.1;4.9;29.0;"noise";0.68;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215158_611";0.5;4.9;21.0;"Phanan";0.03;"Tetvir, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215158_611";0.1;4.5;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215203_611";0.2;2.5;30.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215203_611";1.4;2.5;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215203_611";0.7;2.5;10.0;"Tetvir";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215207_472";0.3;5.0;32.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215207_472";1.4;4.9;52.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215212_472";"0.0";5.0;30.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215212_472";2.2;4.8;11.0;"Phogri";0.15;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215212_472";"0.0";4.8;51.0;"Pippip";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215217_472";"0.0";4.6;28.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215217_472";0.2;4.7;11.0;"Phogri";0.14;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215217_472";"0.0";4.9;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215222_472";0.4;2.9;29.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215222_472";0.7;2.7;10.0;"Phofem";0.09;"Tetvir, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215227_066";0.2;4.2;28.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215227_066";0.8;4.2;16.0;"Phanan";0.03;"Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215227_066";1.2;4.2;12.0;"Phogri";0.14;"Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215227_066";0.8;5.0;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215232_066";0.8;4.9;21.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215232_066";"0.0";3.8;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215232_066";1.2;2.9;11.0;"Tetvir";0.6;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215237_066";0.6;4.9;37.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215237_066";4.8;4.9;50.0;"Pippip";0.65;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215237_066";3.1;4.0;10.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215242_066";0.2;1.2;18.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215242_066";"0.0";1.5;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215243_995";"0.0";4.2;19.0;"noise";0.78;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215243_995";"0.0";3.7;51.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215250_344";"0.0";5.0;34.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215250_344";0.1;4.9;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215250_344";0.4;5.0;23.0;"Tetvir";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215255_344";"0.0";5.0;33.0;"noise";0.71;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215255_344";0.2;5.0;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215255_344";"0.0";5.0;21.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215300_344";"0.0";5.0;31.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215300_344";0.3;4.9;54.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215300_344";"0.0";5.0;27.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215305_344";"0.0";5.0;33.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215305_344";0.6;5.0;51.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215310_344";"0.0";5.0;32.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215310_344";0.2;5.0;10.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215315_344";"0.0";1.4;30.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215315_344";1.0;1.3;32.0;"Pippip";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215319_464";"0.0";3.4;27.0;"noise";0.63;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215319_464";0.4;3.7;56.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215319_464";"0.0";3.6;11.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215331_999";"0.0";4.7;34.0;"noise";0.71;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215331_999";"0.0";4.4;19.0;"Phanan";0.07;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215331_999";0.2;4.9;47.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215336_999";1.3;3.2;11.0;"noise";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215336_999";"0.0";1.3;49.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215336_999";0.9;3.2;11.0;"Tetvir";0.56;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215345_718";"0.0";4.7;28.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215345_718";"0.0";4.0;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215350_718";0.2;0.5;33.0;"noise";0.69;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215409_261";"0.0";2.1;30.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215409_261";0.1;2.4;10.0;"Tetvir";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215416_601";"0.0";2.8;32.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215416_601";0.3;2.7;10.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215433_101";"0.0";2.8;27.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215433_101";"0.0";3.1;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215433_101";1.5;2.1;10.0;"Tetvir";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215440_651";0.9;4.5;28.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215440_651";"0.0";5.0;52.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215440_651";"0.0";2.5;11.0;"Tetvir";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215445_651";1.5;4.9;30.0;"Myonat";0.1;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215445_651";1.4;4.8;32.0;"noise";0.62;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215445_651";"0.0";1.1;51.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215450_651";0.4;0.6;31.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215452_321";0.1;4.9;32.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215452_321";2.4;5.0;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215457_321";"0.0";4.1;30.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215457_321";"0.0";4.1;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215502_321";0.1;0.9;30.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215502_321";1.3;1.6;51.0;"Pippip";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215504_966";"0.0";4.8;29.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215504_966";0.1;3.5;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215509_966";0.6;0.9;46.0;"noise";0.47;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215509_966";1.0;1.6;54.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215512_227";"0.0";5.0;31.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215512_227";"0.0";4.7;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215517_227";"0.0";5.0;32.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215517_227";4.8;4.9;18.0;"Pippip";0.03;"Phanan, Tetvir, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215522_227";"0.0";5.0;34.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215522_227";0.2;4.2;64.0;"Pippyg";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215527_227";"0.0";5.0;33.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215527_227";1.4;4.7;50.0;"Pippip";0.54;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215532_227";"0.0";5.0;35.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215532_227";"0.0";4.9;54.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215537_227";"0.0";2.5;35.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215539_767";"0.0";4.9;28.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215544_767";"0.0";4.9;29.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215549_767";0.2;5.0;24.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215549_767";"0.0";4.6;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215554_767";"0.0";5.0;31.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215554_767";0.1;4.8;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215559_767";0.1;3.4;36.0;"noise";0.62;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215559_767";2.8;3.3;58.0;"Pippip";0.32;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215603_261";"0.0";3.3;28.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215603_261";"0.0";4.5;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215608_261";0.1;4.9;32.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215608_261";0.1;5.0;54.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215613_261";0.1;5.0;35.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215613_261";0.7;2.8;55.0;"Pippip";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215618_261";"0.0";5.0;31.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215618_261";0.3;5.0;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215618_261";1.5;4.8;10.0;"Tetvir";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215623_261";"0.0";5.0;34.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215623_261";"0.0";4.8;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215628_261";"0.0";4.6;29.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215628_261";1.4;5.0;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215633_261";0.1;3.9;26.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215633_261";0.1;5.0;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215638_261";"0.0";2.9;52.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215641_413";1.0;5.0;30.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215641_413";"0.0";4.8;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215646_413";3.8;4.0;38.0;"Leppun";0.05;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215646_413";0.2;5.0;27.0;"noise";0.68;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215646_413";0.1;5.0;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215651_413";0.2;3.2;23.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215651_413";"0.0";1.5;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215656_413";3.6;4.8;15.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215656_413";4.6;4.7;11.0;"piaf";0.05;"Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215656_413";0.1;5.0;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215701_413";"0.0";2.2;31.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215701_413";"0.0";1.4;50.0;"Pippip";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215703_893";"0.0";4.4;31.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215703_893";"0.0";4.3;52.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215708_893";0.1;2.3;11.0;"noise";0.7;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215708_893";1.5;1.9;51.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215713_893";0.1;4.5;21.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215713_893";0.4;5.0;55.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215718_893";0.2;3.3;33.0;"noise";0.77;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215718_893";"0.0";3.8;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215718_893";"0.0";3.9;11.0;"Tetvir";0.73;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215723_893";3.5;4.8;30.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215728_893";0.2;4.9;26.0;"noise";0.79;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215728_893";1.7;5.0;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215733_893";0.4;4.3;27.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215733_893";0.4;3.5;16.0;"Phanan";0.06;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215733_893";"0.0";4.0;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215738_893";"0.0";5.0;15.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215738_893";3.4;5.0;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215743_893";0.2;4.1;31.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215743_893";"0.0";5.0;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215743_893";0.2;4.1;10.0;"Tetvir";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215748_893";1.9;2.6;33.0;"noise";0.67;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215748_893";"0.0";4.3;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215748_893";1.5;5.0;11.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215753_893";2.8;3.3;26.0;"noise";0.79;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215753_893";0.5;1.6;50.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215753_893";"0.0";3.1;11.0;"Tetvir";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215808_741";0.9;3.2;22.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215808_741";"0.0";4.1;55.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215808_741";0.4;4.0;11.0;"Tetvir";0.79;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215813_741";"0.0";0.1;20.0;"Phogri";0.1;"noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215813_741";"0.0";0.5;10.0;"Tetvir";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215818_309";"0.0";4.8;23.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215818_309";"0.0";4.9;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215823_309";"0.0";5.0;22.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215823_309";0.1;4.9;51.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215823_309";"0.0";5.0;56.0;"Pippyg";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215828_309";0.4;2.1;23.0;"noise";0.73;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215828_309";"0.0";4.3;57.0;"Pippip";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215828_309";0.9;1.0;60.0;"Pippyg";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215837_156";1.4;4.5;21.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215837_156";0.6;5.0;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215842_156";"0.0";3.6;53.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215842_156";1.6;1.9;10.0;"Tetvir";0.76;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215850_021";0.3;5.0;26.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215850_021";0.6;0.8;10.0;"Phogri";0.16;"Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215855_021";"0.0";2.8;35.0;"noise";0.77;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215855_021";0.2;2.4;11.0;"Tetvir";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215857_909";0.1;2.9;27.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215857_909";0.2;1.7;30.0;"Antsp";0.04;"Tetvir, Testes, Phogri, Leppun, Insp12";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215913_688";1.5;4.6;24.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215913_688";"0.0";5.0;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215913_688";0.7;3.5;11.0;"Tetvir";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215918_688";"0.0";4.9;16.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215918_688";"0.0";1.9;50.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215923_688";0.4;1.2;20.0;"noise";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215925_498";"0.0";2.3;21.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215925_498";0.9;3.1;52.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215928_696";0.7;5.0;17.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215928_696";"0.0";4.4;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215933_696";0.2;5.0;30.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215938_696";"0.0";4.9;26.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215938_696";2.5;4.9;60.0;"Pippyg";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215943_696";2.1;2.2;34.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215943_696";0.3;4.0;57.0;"Pippyg";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215943_696";3.3;3.5;10.0;"Tetvir";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215948_696";0.3;0.4;51.0;"Pippip";0.24;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215952_978";1.9;4.5;51.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215952_978";"0.0";3.9;56.0;"Pippyg";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_215952_978";0.5;2.7;36.0;"Eptser";0.15;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_220001_200";2.4;3.8;19.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_220001_200";"0.0";4.4;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_220001_200";0.2;3.3;11.0;"Tetvir";0.94;"";"";"";"";""
