"NumeroSequence","Espece","TempsDebutSequence","TempsFinSequence","DureeSequence","Nuit"
257,"pippyg",2020-06-11 02:05:31.531,2020-06-11 02:05:38.623,7.09200024604797,"2020-06-10"
258,"pippyg",2020-06-11 02:05:41.396,2020-06-11 02:05:53.084,11.688000202179,"2020-06-10"
259,"pippyg",2020-06-11 02:44:07.862,2020-06-11 02:44:17.172,9.30999994277954,"2020-06-10"
260,"pippyg",2020-06-11 02:44:19.817,2020-06-11 02:44:29.695,9.87800002098083,"2020-06-10"
261,"pippyg",2020-06-11 02:44:38.373,2020-06-11 02:44:42.073,3.70000004768372,"2020-06-10"
262,"pippyg",2020-06-11 03:08:46.703,2020-06-11 03:08:47.703,1,"2020-06-10"
263,"pippyg",2020-06-11 03:08:49.821,2020-06-11 03:08:53.955,4.1340000629425,"2020-06-10"
264,"pippyg",2020-06-11 03:15:08.675,2020-06-11 03:15:12.075,3.40000009536743,"2020-06-10"
265,"pippyg",2020-06-11 03:20:02.195,2020-06-11 03:20:11.095,8.90000009536743,"2020-06-10"
266,"pippyg",2020-06-11 03:22:48.814,2020-06-11 03:22:50.714,1.90000009536743,"2020-06-10"
267,"pippyg",2020-06-11 03:24:01.043,2020-06-11 03:24:06.443,5.40000009536743,"2020-06-10"
268,"pippyg",2020-06-11 03:24:21.187,2020-06-11 03:24:25.387,4.20000004768372,"2020-06-10"
269,"pippyg",2020-06-11 03:24:40.005,2020-06-11 03:24:46.805,6.79999995231628,"2020-06-10"
270,"pippyg",2020-06-11 03:25:43.601,2020-06-11 03:25:47.401,3.79999995231628,"2020-06-10"
271,"pippyg",2020-06-11 03:26:57.255,2020-06-11 03:27:00.633,3.37800002098083,"2020-06-10"
272,"pippyg",2020-06-11 03:27:45.139,2020-06-11 03:27:48.739,3.59999990463257,"2020-06-10"
273,"pippyg",2020-06-11 03:30:51.582,2020-06-11 03:30:59.282,7.70000004768372,"2020-06-10"
274,"pippyg",2020-06-11 03:31:08.821,2020-06-11 03:31:16.421,7.59999990463257,"2020-06-10"
275,"pippyg",2020-06-11 03:33:37.745,2020-06-11 03:33:42.445,4.70000004768372,"2020-06-10"
276,"pippyg",2020-06-11 03:33:48.231,2020-06-11 03:33:50.614,2.38299989700317,"2020-06-10"
277,"pippyg",2020-06-11 03:34:18.065,2020-06-11 03:34:21.165,3.09999990463257,"2020-06-10"
278,"pippyg",2020-06-11 03:35:08.198,2020-06-11 03:35:11.098,2.90000009536743,"2020-06-10"
279,"pippyg",2020-06-11 03:36:12.417,2020-06-11 03:36:13.293,0.875999927520752,"2020-06-10"
280,"pippyg",2020-06-11 03:37:05.765,2020-06-11 03:37:10.165,4.40000009536743,"2020-06-10"
281,"pippyg",2020-06-11 03:38:19.985,2020-06-11 03:38:20.385,0.399999856948853,"2020-06-10"
282,"pippyg",2020-06-11 03:38:49.883,2020-06-11 03:38:59.283,9.40000009536743,"2020-06-10"
283,"pippyg",2020-06-11 03:39:06.283,2020-06-11 03:39:06.583,0.299999952316284,"2020-06-10"
284,"pippyg",2020-06-11 03:39:32.952,2020-06-11 03:39:35.352,2.40000009536743,"2020-06-10"
285,"pippyg",2020-06-11 03:39:57.517,2020-06-11 03:39:57.617,0.0999999046325684,"2020-06-10"
286,"pippyg",2020-06-11 03:41:50.433,2020-06-11 03:41:53.333,2.90000009536743,"2020-06-10"
287,"pippyg",2020-06-11 03:43:08.926,2020-06-11 03:43:12.726,3.79999995231628,"2020-06-10"
288,"pippyg",2020-06-11 03:43:51.031,2020-06-11 03:43:54.731,3.69999980926514,"2020-06-10"
289,"myonat",2020-06-10 19:41:25.419,2020-06-10 19:41:29.319,3.90000009536743,"2020-06-10"
290,"myonat",2020-06-10 19:47:38.849,2020-06-10 19:47:42.749,3.90000009536743,"2020-06-10"
291,"myonat",2020-06-10 19:54:47.151,2020-06-10 19:54:50.551,3.40000009536743,"2020-06-10"
292,"myonat",2020-06-10 20:09:25.191,2020-06-10 20:09:27.891,2.70000004768372,"2020-06-10"
293,"myonat",2020-06-10 20:40:30.166,2020-06-10 20:40:32.266,2.10000014305115,"2020-06-10"
294,"myonat",2020-06-10 21:02:56.097,2020-06-10 21:02:58.797,2.70000004768372,"2020-06-10"
295,"myonat",2020-06-10 21:07:11.826,2020-06-10 21:07:14.226,2.40000009536743,"2020-06-10"
296,"myonat",2020-06-10 21:36:41.868,2020-06-10 21:36:43.868,2,"2020-06-10"
297,"myonat",2020-06-10 22:15:55.682,2020-06-10 22:16:00.082,4.40000009536743,"2020-06-10"
298,"myonat",2020-06-11 00:10:54.046,2020-06-11 00:10:54.146,0.0999999046325684,"2020-06-10"
299,"eptser",2020-06-10 19:50:37.369,2020-06-10 19:50:46.169,8.79999995231628,"2020-06-10"
300,"eptser",2020-06-10 19:59:53.478,2020-06-10 19:59:55.678,2.20000004768372,"2020-06-10"
301,"eptser",2020-06-10 20:05:20.795,2020-06-10 20:05:24.095,3.29999995231628,"2020-06-10"
302,"eptser",2020-06-10 20:47:50.931,2020-06-10 20:47:57.431,6.5,"2020-06-10"
303,"eptser",2020-06-10 21:14:31.431,2020-06-10 21:14:42.731,11.3000001907349,"2020-06-10"
304,"eptser",2020-06-10 21:29:21.432,2020-06-10 21:29:25.632,4.20000004768372,"2020-06-10"
305,"eptser",2020-06-10 21:31:20.537,2020-06-10 21:31:39.337,18.7999999523163,"2020-06-10"
306,"eptser",2020-06-11 02:22:10.938,2020-06-11 02:22:15.538,4.59999990463257,"2020-06-10"
307,"eptser",2020-06-11 03:14:40.925,2020-06-11 03:14:50.325,9.40000009536743,"2020-06-10"
308,"eptser",2020-06-11 03:14:52.825,2020-06-11 03:14:57.425,4.59999990463257,"2020-06-10"
309,"hypsav",2020-06-10 20:12:07.937,2020-06-10 20:12:08.937,1,"2020-06-10"
310,"hypsav",2020-06-10 23:27:03.389,2020-06-10 23:27:07.889,4.5,"2020-06-10"
311,"hypsav",2020-06-11 03:12:16.795,2020-06-11 03:12:20.595,3.79999995231628,"2020-06-10"
312,"hypsav",2020-06-11 03:12:25.1,2020-06-11 03:12:29.5,4.40000009536743,"2020-06-10"
313,"hypsav",2020-06-11 03:12:32.5,2020-06-11 03:12:32.7,0.200000047683716,"2020-06-10"
314,"hypsav",2020-06-11 03:12:36.1,2020-06-11 03:12:38.8,2.70000004768372,"2020-06-10"
315,"hypsav",2020-06-11 03:16:17.151,2020-06-11 03:16:17.251,0.0999999046325684,"2020-06-10"
316,"plemac",2020-06-10 20:47:58.431,2020-06-10 20:47:59.831,1.39999985694885,"2020-06-10"
317,"nyclei",2020-06-10 21:12:40.6,2020-06-10 21:12:40.7,0.100000143051147,"2020-06-10"
318,"nyclei",2020-06-10 21:14:31.131,2020-06-10 21:14:31.231,0.100000143051147,"2020-06-10"
319,"nyclei",2020-06-10 22:02:37.772,2020-06-10 22:02:37.872,0.100000143051147,"2020-06-10"
320,"nyclei",2020-06-10 23:29:24.878,2020-06-10 23:29:25.378,0.5,"2020-06-10"
321,"nyclei",2020-06-10 23:37:24.333,2020-06-10 23:37:24.733,0.400000095367432,"2020-06-10"
322,"nyclei",2020-06-10 23:41:11.666,2020-06-10 23:41:11.766,0.0999999046325684,"2020-06-10"
323,"nyclei",2020-06-10 23:41:16.777,2020-06-10 23:41:17.977,1.20000004768372,"2020-06-10"
324,"nyclei",2020-06-10 23:44:29.051,2020-06-10 23:44:29.551,0.5,"2020-06-10"
325,"nyclei",2020-06-10 23:48:35.287,2020-06-10 23:48:35.787,0.5,"2020-06-10"
326,"nyclei",2020-06-10 23:58:13.379,2020-06-10 23:58:15.279,1.90000009536743,"2020-06-10"
327,"nyclei",2020-06-11 00:26:53.617,2020-06-11 00:26:55.917,2.29999995231628,"2020-06-10"
328,"nyclei",2020-06-11 00:36:39.33,2020-06-11 00:36:39.43,0.0999999046325684,"2020-06-10"
329,"nyclei",2020-06-11 00:39:09.495,2020-06-11 00:39:12.495,3,"2020-06-10"
330,"nyclei",2020-06-11 00:44:31.973,2020-06-11 00:44:40.673,8.69999980926514,"2020-06-10"
331,"nyclei",2020-06-11 00:57:03.115,2020-06-11 00:57:03.615,0.5,"2020-06-10"
332,"nyclei",2020-06-11 01:04:04.153,2020-06-11 01:04:06.953,2.79999995231628,"2020-06-10"
333,"nyclei",2020-06-11 01:11:23.36,2020-06-11 01:11:26.96,3.59999990463257,"2020-06-10"
334,"nyclei",2020-06-11 01:11:29.863,2020-06-11 01:11:29.963,0.0999999046325684,"2020-06-10"
335,"nyclei",2020-06-11 01:16:04.839,2020-06-11 01:16:06.639,1.79999995231628,"2020-06-10"
336,"nyclei",2020-06-11 01:19:53.795,2020-06-11 01:19:55.795,2,"2020-06-10"
337,"nyclei",2020-06-11 01:25:04.041,2020-06-11 01:25:07.841,3.79999995231628,"2020-06-10"
338,"nyclei",2020-06-11 01:25:11.16,2020-06-11 01:25:12.46,1.29999995231628,"2020-06-10"
339,"nyclei",2020-06-11 01:26:05.748,2020-06-11 01:26:09.148,3.40000009536743,"2020-06-10"
340,"nyclei",2020-06-11 01:32:40.627,2020-06-11 01:32:40.727,0.0999999046325684,"2020-06-10"
341,"nyclei",2020-06-11 01:37:59.82,2020-06-11 01:38:00.32,0.5,"2020-06-10"
342,"nyclei",2020-06-11 01:52:16.919,2020-06-11 01:52:17.519,0.600000143051147,"2020-06-10"
343,"nyclei",2020-06-11 02:06:35.976,2020-06-11 02:06:37.876,1.90000009536743,"2020-06-10"
344,"nyclei",2020-06-11 02:22:00.938,2020-06-11 02:22:10.938,10,"2020-06-10"
345,"nyclei",2020-06-11 02:37:52.76,2020-06-11 02:37:53.56,0.799999952316284,"2020-06-10"
346,"nyclei",2020-06-11 02:38:20.497,2020-06-11 02:38:22.897,2.40000009536743,"2020-06-10"
347,"nyclei",2020-06-11 02:47:13.767,2020-06-11 02:47:14.467,0.700000047683716,"2020-06-10"
348,"nyclei",2020-06-11 02:55:35.895,2020-06-11 02:55:37.595,1.70000004768372,"2020-06-10"
349,"nyclei",2020-06-11 03:00:41.147,2020-06-11 03:00:41.747,0.600000143051147,"2020-06-10"
350,"nyclei",2020-06-11 03:02:01.835,2020-06-11 03:02:02.135,0.299999952316284,"2020-06-10"
351,"nyclei",2020-06-11 03:03:16.12,2020-06-11 03:03:16.62,0.5,"2020-06-10"
352,"nyclei",2020-06-11 03:05:17.04,2020-06-11 03:05:19.54,2.5,"2020-06-10"
353,"nyclei",2020-06-11 03:06:53.837,2020-06-11 03:06:56.437,2.59999990463257,"2020-06-10"
354,"nyclei",2020-06-11 03:12:46,2020-06-11 03:12:51.4,5.40000009536743,"2020-06-10"
355,"nyclei",2020-06-11 03:13:00.1,2020-06-11 03:13:01.1,1,"2020-06-10"
356,"nyclei",2020-06-11 03:15:00.219,2020-06-11 03:15:03.019,2.79999995231628,"2020-06-10"
357,"nyclei",2020-06-11 03:15:10.875,2020-06-11 03:15:13.675,2.79999995231628,"2020-06-10"
358,"nyclei",2020-06-11 03:15:20.701,2020-06-11 03:15:25.301,4.59999990463257,"2020-06-10"
359,"nyclei",2020-06-11 03:15:33.784,2020-06-11 03:15:35.084,1.29999995231628,"2020-06-10"
360,"nyclei",2020-06-11 03:15:38.005,2020-06-11 03:15:38.105,0.0999999046325684,"2020-06-10"
361,"nyclei",2020-06-11 03:15:58.722,2020-06-11 03:15:58.822,0.100000143051147,"2020-06-10"
362,"nyclei",2020-06-11 03:16:07.051,2020-06-11 03:16:07.251,0.200000047683716,"2020-06-10"
363,"myoema",2020-06-10 22:09:34.437,2020-06-10 22:09:37.237,2.79999995231628,"2020-06-10"
364,"myoema",2020-06-10 22:09:49.025,2020-06-10 22:09:49.225,0.200000047683716,"2020-06-10"
365,"myoema",2020-06-11 01:46:23.235,2020-06-11 01:46:27.435,4.20000004768372,"2020-06-10"
366,"myoema",2020-06-11 02:05:45.696,2020-06-11 02:05:46.096,0.400000095367432,"2020-06-10"
367,"minsch",2020-06-10 23:39:56.344,2020-06-10 23:40:01.944,5.59999990463257,"2020-06-10"
368,"minsch",2020-06-11 00:43:00.456,2020-06-11 00:43:03.556,3.09999990463257,"2020-06-10"
369,"minsch",2020-06-11 01:13:10.737,2020-06-11 01:13:13.537,2.79999995231628,"2020-06-10"
370,"minsch",2020-06-11 03:40:01.617,2020-06-11 03:40:02.717,1.09999990463257,"2020-06-10"
371,"pipnat",2020-06-10 23:50:53.748,2020-06-10 23:51:04.548,10.7999999523163,"2020-06-10"
372,"pipnat",2020-06-11 00:35:16.791,2020-06-11 00:35:21.191,4.40000009536743,"2020-06-10"
373,"pipnat",2020-06-11 00:41:29.88,2020-06-11 00:41:33.08,3.20000004768372,"2020-06-10"
374,"pipnat",2020-06-11 01:47:46.506,2020-06-11 01:47:46.606,0.0999999046325684,"2020-06-10"
375,"pipnat",2020-06-11 02:33:57.421,2020-06-11 02:33:57.721,0.299999952316284,"2020-06-10"
376,"pipnat",2020-06-11 03:43:27.926,2020-06-11 03:43:31.126,3.20000004768372,"2020-06-10"
377,"rhifer",2020-06-11 00:02:53.017,2020-06-11 00:02:54.417,1.40000009536743,"2020-06-10"
378,"myocap",2020-06-11 01:05:26.755,2020-06-11 01:05:28.555,1.79999995231628,"2020-06-10"
379,"nycnoc",2020-06-11 01:52:18.819,2020-06-11 01:52:23.419,4.59999990463257,"2020-06-10"
380,"tadten",2020-06-11 03:41:25.909,2020-06-11 03:41:26.009,0.100000143051147,"2020-06-10"
