"Group.1";"beetle";"bird";"bush.cricket";"buzz";"CF.FMd";"CF.FMd.CF";"cicada";"FMd";"FMd.QCF";"FMu.CF.FMd";"FMu.QCF";"FMu.QCF.FMd";"frog";"grasshopper";"ground.cricket";"insect";"moth";"noise";"other.mammal";"QCF.FMd";"MainMode";"FreqM";"FreqP";"FreqC";"Tstart";"Tend";"NbCris";"DurMed";"Dur90";"Ampm50";"Ampm90";"AmpSMd";"DiffME";"SR";"Ramp90";"Order";"Ind";"SpMaxF2";"Version";"Filename";"Commentaire";"IdMan"
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.02;0.014;0.068;0.098;0.026;0.028;0.002;0.186;0.14;0.204;0.002;0.008;0.01;0.002;0;0.006;0.006;0.166;0.006;0.008;75;76;75;75.8;0.3;0.4;1;1;1;17;17;8;8.1;384000;1.1;"N12";0.204;"FMu-CF-FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.126;0.038;0.39;0.2;0.028;0.02;0.022;0.312;0.21;0.16;0.03;0.054;0.012;0.014;0.006;0.04;0.044;0.862;0.032;0.11;37.4;37;36.8;33.8;0;5;34;2;5;28.7;83.9;14;24.2;384000;-0.3;"N1";0.862;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.168;0.046;0.198;0.2;0.038;0.014;0.014;0.318;0.216;0.126;0.028;0.086;0.012;0.006;0.006;0.034;0.058;0.818;0.032;0.122;51.8;50;51;48.8;0.1;4.9;33;2;5;37.9;97.9;16;32.9;384000;0;"N2";0.818;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.032;0.142;0.196;0.082;0.04;0.008;0.08;0.194;0.066;0.074;0.01;0.024;0.048;0.012;0.002;0.024;0.036;0.81;0.068;0.026;14;15;14.2;15.4;0;4.8;17;1;5;21.8;68.9;9;17;384000;-0.3;"N3";0.81;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.16;0.048;0.278;0.252;0.024;0.014;0.02;0.246;0.18;0.092;0.024;0.064;0.01;0.006;0.004;0.034;0.044;0.804;0.028;0.082;26.2;27;27;24;0;5;37;1;6;24.6;82.5;11;20.1;384000;-0.3;"N4";0.804;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.134;0.038;0.162;0.196;0.022;0.018;0.012;0.216;0.134;0.064;0.01;0.048;0.01;0.006;0.004;0.038;0.042;0.774;0.018;0.058;44.5;44;44.2;44.2;0;5;22;2;4;32.3;57.3;13;28.9;384000;-0.4;"N5";0.774;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.08;0.01;0.106;0.118;0.012;0.002;0.008;0.058;0.034;0.056;0.006;0.014;0.006;0.002;0;0.056;0.032;0.746;0.012;0.032;20.5;20;20.2;20.2;0.3;0.5;2;0;0;29.3;40.8;14;21;384000;-0.3;"N6";0.746;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.072;0.04;0.498;0.106;0.018;0.016;0.014;0.154;0.184;0.16;0.01;0.05;0.008;0.02;0.004;0.03;0.034;0.72;0.024;0.076;32;33;32.2;31.5;0.3;4.9;9;2;11;32.9;123.2;15;30.4;384000;0;"N7";0.72;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.086;0.032;0.178;0.102;0.014;0.008;0.01;0.21;0.086;0.07;0.022;0.04;0.01;0.008;0.004;0.046;0.056;0.646;0.026;0.026;57.2;57;57;57.8;0;4.7;6;1;3;36.8;149.1;14;31.9;384000;-0.6;"N8";0.646;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.166;0.018;0.14;0.116;0.016;0.01;0.004;0.172;0.06;0.06;0.006;0.024;0.008;0.004;0.002;0.038;0.052;0.64;0.018;0.018;66.4;66;66;66;0;4.9;4;0;3;36.9;268;17;34.1;384000;0.4;"N9";0.64;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.024;0.028;0.076;0.04;0.004;0;0.04;0.056;0.034;0.028;0.004;0.01;0.042;0.006;0;0.014;0.008;0.564;0.014;0.008;9.1;12;9;0;3.4;3.5;1;2;2;36.2;36.2;17;33.6;384000;-0.9;"N10";0.564;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";0.04;0.036;0.064;0.054;0.016;0.002;0.002;0.174;0.118;0.086;0.002;0.01;0.012;0.004;0.002;0.02;0.014;0.312;0.02;0.012;86.3;88;86.2;0;2.8;2.9;1;1;1;13.9;13.9;6;10.1;384000;-1.1;"N11";0.312;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211900_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.014;0.194;0.78;0.066;0.02;0.008;0.044;0.036;0.074;0.09;0.01;0.06;0.064;0.05;0.004;0.018;0.048;0.366;0.086;0.036;10.7;10;10.5;10.5;0;3.6;30;2;9;18.3;24;7;9.2;384000;-0.6;"N2";0.78;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.088;0.064;0.19;0.568;0.026;0.014;0.018;0.38;0.122;0.076;0.02;0.036;0.028;0.01;0.006;0.06;0.058;0.844;0.052;0.066;34.6;35;34.5;33.4;0;5;24;2;6;30.4;77.3;12;27.9;384000;-0.2;"N1";0.844;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.074;0.044;0.14;0.144;0.022;0.02;0.016;0.37;0.132;0.084;0.018;0.058;0.022;0.008;0.004;0.03;0.034;0.74;0.032;0.12;22.2;26;23.2;22.5;0;5;15;2;4;27.6;55.6;12;25.9;384000;-0.2;"N3";0.74;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.108;0.062;0.248;0.298;0.036;0.01;0.02;0.43;0.086;0.118;0.018;0.052;0.026;0.014;0.006;0.05;0.052;0.656;0.048;0.04;45.3;44;45;42;0;5;23;1;7;27.7;89.9;11;21.6;384000;0;"N4";0.656;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.122;0.014;0.122;0.126;0.01;0.004;0.012;0.298;0.084;0.036;0.006;0.012;0.01;0.008;0.008;0.048;0.038;0.634;0.018;0.02;28.3;30;28.5;27.8;0.1;4.8;8;2;4;31.1;54.3;13;27.7;384000;-0.6;"N5";0.634;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.036;0.132;0.278;0.054;0.012;0.002;0.046;0.072;0.064;0.03;0.008;0.034;0.05;0.018;0.008;0.06;0.05;0.51;0.094;0.036;16.2;18;16.5;16.5;0;4.8;6;2;6;21.9;42.3;9;19.9;384000;-0.9;"N6";0.51;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.07;0.004;0.058;0.066;0.01;0.002;0.008;0.2;0.042;0.044;0.002;0.008;0.006;0;0.002;0.018;0.006;0.448;0;0.006;39.8;47;39.8;0;4.3;4.4;1;1;1;80.4;80.4;38;77.9;384000;-1.3;"N7";0.448;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.102;0.042;0.152;0.156;0.018;0.006;0.014;0.146;0.044;0.042;0.004;0.008;0.014;0.012;0;0.084;0.062;0.392;0.046;0.012;51.7;48;54.4;48.4;0;4;3;2;4;42.2;169.1;20;37.5;384000;0;"N8";0.392;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";0.16;0.014;0.078;0.152;0.002;0.002;0.006;0.048;0.02;0.018;0.002;0.002;0.012;0;0;0.084;0.034;0.35;0.016;0;60;62;60;61.5;4.9;5;1;1;1;62.7;62.7;27;60.9;384000;-1.6;"N9";0.35;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211905_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.134;0.07;0.564;0.268;0.032;0.012;0.024;0.308;0.176;0.124;0.056;0.058;0.028;0.012;0.006;0.048;0.068;0.776;0.054;0.154;26.6;29;27;25.1;0.1;4.9;45;2;6;31.1;93.7;13;25.5;384000;-0.2;"N1";0.776;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.16;0.044;0.266;0.182;0.028;0.006;0.018;0.276;0.07;0.106;0.016;0.026;0.016;0.012;0.01;0.052;0.048;0.748;0.03;0.05;37.3;36;37.9;34.5;0.1;5;22;2;16;33.6;84.9;13;30.4;384000;-0.5;"N2";0.748;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.12;0.034;0.192;0.242;0.02;0.01;0.02;0.228;0.098;0.098;0.014;0.028;0.012;0.01;0.004;0.076;0.064;0.728;0.024;0.048;47.3;45;47.2;44.6;0;4.8;20;1;7;30.9;48.2;13;26.9;384000;-0.3;"N3";0.728;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.114;0.07;0.154;0.13;0.014;0.004;0.024;0.182;0.076;0.062;0.01;0.032;0.052;0.01;0.004;0.06;0.068;0.588;0.052;0.046;61;60;60.8;59.2;0;4.9;6;0;2;40.6;85.5;15;36.6;384000;1.1;"N4";0.588;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.04;0.15;0.27;0.066;0.02;0.016;0.076;0.15;0.088;0.102;0.016;0.034;0.05;0.03;0.004;0.046;0.062;0.578;0.11;0.054;16.5;17;15;14.2;0.1;5;14;3;7;16;26.7;6;12.9;384000;-0.3;"N5";0.578;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.024;0.044;0.092;0.132;0.014;0.008;0.008;0.096;0.078;0.04;0.012;0.02;0.01;0.002;0.002;0.04;0.032;0.526;0.03;0.036;32.4;37;32.2;35.2;0.2;4.7;1;2;3;68.1;109.4;29;66;384000;-0.4;"N6";0.526;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.026;0.108;0.19;0.028;0.018;0.008;0.064;0.076;0.03;0.028;0.004;0.006;0.044;0.004;0.01;0.02;0.03;0.478;0.052;0.014;9.8;9;9.8;5.6;3.7;4.6;1;1;1;14.6;15.5;5;3.8;384000;-1.1;"N7";0.478;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.158;0.012;0.066;0.098;0.004;0;0;0.06;0.038;0.008;0;0.004;0.022;0;0;0.038;0.06;0.424;0.008;0;69.8;68;69.8;69.8;4;4.1;1;0;0;39.2;39.2;14;24.6;384000;3;"N8";0.424;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";0.03;0.016;0.078;0.144;0.006;0.004;0.008;0.128;0.086;0.048;0.004;0.01;0.006;0;0.004;0.032;0.032;0.342;0.01;0.012;53.2;55;53.2;53.2;0.6;0.7;1;0;0;21.9;21.9;5;12.6;384000;-1.2;"N9";0.342;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211910_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.014;0.028;0.528;0.046;0.02;0.008;0.002;0.088;0.044;0.022;0.008;0.008;0;0.012;0;0.018;0.016;0.37;0.016;0.03;18.7;26;18.8;19.5;0.3;0.8;2;12;19;23.3;35;6;11.7;384000;-1.2;"N5";0.528;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.014;0.008;0.038;0.152;0.02;0.012;0.012;0.342;0.148;0.062;0.004;0.002;0.004;0;0;0.008;0.014;0.144;0.004;0.012;18.8;20;18.8;18;1.4;1.5;1;1;1;21.3;21.3;10;17.1;384000;-3.2;"N8";0.342;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.09;0.054;0.318;0.136;0.026;0.008;0.02;0.33;0.124;0.124;0.018;0.042;0.02;0.012;0.012;0.042;0.038;0.74;0.042;0.058;24.4;26;24;22.5;0;3.4;18;2;18;28.9;58.1;11;22;384000;-0.5;"N1";0.74;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.108;0.072;0.32;0.21;0.018;0.012;0.018;0.4;0.11;0.064;0.022;0.022;0.024;0.01;0.002;0.046;0.072;0.672;0.05;0.07;37.4;37;37.5;35.2;0.2;4.7;9;2;5;17.1;38.8;6;12.2;384000;-0.8;"N2";0.672;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.066;0.096;0.184;0.104;0.02;0.016;0.012;0.284;0.096;0.034;0.022;0.026;0.036;0.01;0.004;0.05;0.052;0.618;0.046;0.03;45.4;44;45.8;42.8;0;2.3;7;2;7;21.8;74.2;9;19.8;384000;-0.2;"N3";0.618;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.036;0.246;0.302;0.148;0.018;0.006;0.084;0.138;0.128;0.064;0.078;0.07;0.054;0.014;0.014;0.042;0.042;0.596;0.134;0.044;13.6;17;14.2;13.5;0;2.8;21;3;9;14.3;21.4;6;10.7;384000;-1.2;"N4";0.596;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.09;0.048;0.182;0.152;0.016;0.006;0.034;0.27;0.11;0.08;0.01;0.024;0.034;0.006;0.004;0.048;0.052;0.508;0.054;0.04;30.9;32;30.8;20.2;0;3.2;4;3;9;31.8;135.4;14;24.3;384000;-0.4;"N6";0.508;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";0.142;0.02;0.106;0.184;0.022;0.002;0.012;0.226;0.1;0.048;0.002;0.008;0.036;0.002;0;0.084;0.048;0.412;0.018;0.014;60.8;61;59.6;57.8;0.3;3.5;3;0;1;48.9;188.3;20;42.7;384000;-0.2;"N7";0.412;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211915_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.13;0.058;0.1;0.084;0.024;0.032;0.01;0.184;0.986;0.102;0.056;0.268;0.012;0.006;0.002;0.032;0.05;0.296;0.128;0.272;49.7;50;47.2;45.8;1.6;5;34;10;36;55.2;257.3;23;46.5;384000;-0.5;"N1";0.986;"FMd-QCF";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.012;0.012;0.036;0.038;0.034;0.02;0.002;0.232;0.46;0.102;0.002;0.002;0.008;0;0;0.002;0.01;0.016;0.002;0.01;93;97;93;93.8;4.8;4.9;1;3;3;29.5;29.5;9;20.7;384000;6.6;"N8";0.46;"FMd-QCF";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.002;0.09;0.026;0.002;0.028;0.022;0.002;0.024;0.344;0.066;0.024;0.068;0.01;0;0;0;0;0.032;0.108;0.152;44.2;44;44.2;45;1.8;1.9;1;6;6;12.7;12.7;2;2.6;384000;-2.5;"N10";0.344;"FMd-QCF";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.082;0.106;0.186;0.114;0.026;0.008;0.054;0.414;0.078;0.06;0.01;0.028;0.046;0.016;0.008;0.04;0.042;0.766;0.096;0.036;18.7;20;18.8;18.8;0;4.9;17;2;6;29.7;68.5;12;27.1;384000;-0.3;"N2";0.766;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.118;0.054;0.328;0.126;0.022;0.01;0.02;0.194;0.166;0.076;0.05;0.052;0.022;0.014;0.012;0.046;0.048;0.73;0.038;0.108;31.9;32;31.9;29.6;0;4.1;23;1;4;26.3;59.4;11;22.9;384000;-0.2;"N3";0.73;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.054;0.016;0.14;0.098;0.014;0.008;0.008;0.242;0.082;0.13;0.002;0.014;0.01;0.01;0.004;0.028;0.036;0.704;0.008;0.014;25.1;26;25.5;25.5;0.1;4.5;5;2;3;54.4;144.5;26;52.9;384000;0.4;"N4";0.704;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.108;0.016;0.144;0.2;0.01;0.004;0.012;0.252;0.064;0.044;0.01;0.018;0.008;0.002;0.002;0.054;0.05;0.64;0.02;0.028;39.6;38;39;39;1.1;3.3;5;0;3;52.1;66.1;15;32.8;384000;-1;"N5";0.64;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.14;0.012;0.1;0.026;0.002;0.002;0.008;0.038;0.02;0.054;0.002;0.01;0.006;0.002;0;0.026;0.06;0.61;0.002;0.014;49;47;47.2;45;0;3.9;2;0;1;23.4;30.2;10;22.7;384000;0.1;"N6";0.61;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.106;0.012;0.114;0.082;0.01;0;0.008;0.132;0.038;0.032;0.004;0.008;0.028;0;0;0.064;0.04;0.634;0.016;0.008;58.2;57;57.8;57.8;0.9;3.4;2;0;1;29.3;108.4;14;22.2;384000;-0.8;"N7";0.634;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";0.012;0.254;0.27;0.022;0.006;0.008;0.07;0.112;0.114;0.034;0.01;0.044;0.102;0.012;0.01;0.014;0.014;0.364;0.134;0.044;12;11;10.9;4.5;0;5;4;3;4;15.6;20.6;6;9.2;384000;-1.4;"N9";0.364;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211920_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.02;0.002;0.026;0.426;0.012;0.006;0.004;0.514;0.34;0.036;0;0.002;0;0;0;0.02;0.012;0.048;0;0.006;63.7;70;63.8;62.2;0.4;1.1;3;13;38;59.3;115.8;22;42.4;384000;-1.3;"N9";0.514;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.006;0.02;0.034;0.066;0.042;0.024;0.004;0.362;0.34;0.116;0;0.002;0.024;0.002;0.002;0.016;0.006;0.028;0.008;0.018;93.7;96;94.9;94.5;0;0.2;1;1;1;23.7;27.2;6;8.9;384000;5.5;"N10";0.362;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.016;0.07;0.246;0.124;0.05;0.018;0.006;0.564;0.958;0.064;0.064;0.228;0.014;0.008;0.002;0.02;0.028;0.276;0.086;0.134;53.3;59;52.5;51.8;0;3.3;14;11;51;23.1;355.3;9;16.6;384000;-0.6;"N1";0.958;"FMd-QCF";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.004;0.02;0.038;0.068;0.042;0.022;0;0.154;0.81;0.238;0.004;0.01;0.012;0;0;0.008;0.004;0.078;0.006;0.018;102.8;105;102.8;102;0.2;0.9;2;3;5;27.4;32.1;8;4.7;384000;7.3;"N2";0.81;"FMd-QCF";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.026;0.168;0.188;0.344;0.054;0.028;0.024;0.534;0.788;0.074;0.082;0.2;0.04;0.006;0.006;0.042;0.032;0.282;0.126;0.292;44.4;46;45.4;44.2;0.1;4.9;14;3;19;17.3;62.3;6;12.7;384000;-1.8;"N3";0.788;"FMd-QCF";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.08;0.044;0.132;0.144;0.024;0.014;0.018;0.27;0.136;0.078;0.006;0.018;0.014;0.006;0.004;0.038;0.036;0.702;0.022;0.028;34.6;34;34.5;34.5;0.2;4.5;9;2;3;43.6;123.8;16;37.4;384000;0;"N4";0.702;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.116;0.022;0.13;0.062;0.016;0.006;0.014;0.136;0.072;0.034;0.004;0.016;0.016;0.004;0.002;0.044;0.044;0.698;0.014;0.02;27.4;27;27;0;0.9;4.9;7;1;2;40;77;16;36.6;384000;-0.5;"N5";0.698;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.156;0.132;0.238;0.158;0.018;0.006;0.048;0.16;0.092;0.08;0.016;0.026;0.034;0.012;0.004;0.07;0.05;0.656;0.082;0.058;16;17;16.1;16.1;0.4;5;13;1;2;22.4;37.3;10;21.2;384000;0.6;"N6";0.656;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.096;0.014;0.136;0.022;0.02;0.004;0.006;0.118;0.046;0.04;0.002;0.022;0.006;0;0;0.024;0.038;0.576;0.01;0.014;52.5;47;50.2;51.8;2.1;4.3;2;4;6;115.1;177.7;50;105.5;384000;-0.2;"N7";0.576;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.134;0.044;0.326;0.09;0.01;0.002;0.012;0.164;0.042;0.046;0.006;0.016;0.014;0.008;0.006;0.062;0.042;0.542;0.04;0.022;42.5;43;42.8;42;2.7;5;4;1;3;38.1;73.4;17;28.6;384000;-0.1;"N8";0.542;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";0.014;0.31;0.196;0.022;0;0.004;0.016;0.036;0.068;0.028;0.006;0.016;0.08;0.016;0.018;0.018;0.012;0.324;0.084;0.03;10.5;10;10.5;9.8;0.2;4.3;1;3;5;13.6;17.3;5;11.3;384000;-1.6;"N11";0.324;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211925_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";0.09;0.078;0.092;0.096;0.01;0.006;0.008;0.328;0.098;0.056;0.008;0.01;0.018;0.006;0.004;0.044;0.028;0.602;0.048;0.014;23.2;24;22.5;18.8;0.1;1.8;5;1;3;49.2;119.8;23;43;384000;0;"N1";0.602;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";0.118;0.034;0.114;0.084;0.012;0.006;0.008;0.194;0.06;0.032;0.006;0.008;0.016;0.004;0.002;0.034;0.026;0.454;0.03;0.006;46.3;43;47.2;47.2;0.3;0.7;3;1;1;36.1;228.1;16;32.1;384000;-0.1;"N2";0.454;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";0.128;0.016;0.038;0.02;0.002;0;0;0.086;0.018;0.026;0.006;0.004;0.006;0;0;0.04;0.022;0.582;0.002;0.004;40.5;41;40.5;39.8;0.8;0.9;1;0;0;34.4;34.4;13;29.9;384000;-1.7;"N3";0.582;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";"";""
