"Group.1";"beetle";"bird";"bush.cricket";"buzz";"CF.FMd";"CF.FMd.CF";"cicada";"FMd";"FMd.QCF";"FMu.CF.FMd";"FMu.QCF";"FMu.QCF.FMd";"frog";"grasshopper";"ground.cricket";"insect";"moth";"noise";"other.mammal";"QCF.FMd";"MainMode";"FreqM";"FreqP";"FreqC";"Tstart";"Tend";"NbCris";"DurMed";"Dur90";"Ampm50";"Ampm90";"AmpSMd";"DiffME";"SR";"Ramp90";"Order";"Ind";"SpMaxF2";"Version";"Filename";"Commentaire";"IdMan"
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011129_695.wav";0.016;0.282;0.266;0.016;0.01;0.008;0.04;0.058;0.15;0.03;0.024;0.044;0.062;0.01;0.006;0.006;0.022;0.4;0.138;0.078;9.5;10;9;9;0.2;4.2;7;4;7;10.2;19.3;4;6;384000;-1.7;"N1";0.4;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011129_695.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011129_695.wav";0.062;0.034;0.21;0.28;0.008;0.004;0.014;0.324;0.11;0.042;0.038;0.1;0.016;0.006;0.004;0.066;0.092;0.358;0.036;0.076;45.7;45;45.8;35.2;4.7;4.9;3;1;2;29.2;50.3;13;27.8;384000;-0.7;"N2";0.358;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011129_695.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011134_695.wav";0.052;0.078;0.042;0.024;0;0;0.014;0.028;0.016;0.014;0;0.004;0.044;0.004;0.006;0.026;0.024;0.61;0.012;0.002;11.2;10;11.2;10.5;2.6;2.7;1;0;0;22;22;8;7.2;384000;-0.9;"N1";0.61;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011134_695.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011225_000.wav";0.022;0.292;0.224;0.012;0.006;0.006;0.022;0.102;0.06;0.032;0.004;0.006;0.05;0.004;0.01;0.02;0.018;0.438;0.068;0.004;12;10;9.8;0;0.5;2.8;2;1;2;18.3;19.7;7;16.9;384000;-1.3;"N1";0.438;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011225_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011246_027.wav";0.088;0.12;0.102;0.034;0.006;0;0.034;0.062;0.04;0.016;0.004;0.002;0.056;0.012;0.006;0.028;0.02;0.482;0.036;0.006;9.7;9;9.8;4.9;0.2;3.1;1;1;1;15.9;17.2;7;5.6;384000;-0.9;"N1";0.482;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011246_027.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011246_027.wav";0.024;0.03;0.12;0.058;0.008;0.002;0.006;0.144;0.038;0.008;0.002;0.004;0.026;0.006;0;0.028;0.018;0.458;0.02;0;39;35;39;0;0;0.1;1;4;4;119.4;119.4;58;118.8;384000;-0.4;"N2";0.458;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011246_027.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011252_983.wav";0.03;0.048;0.044;0.036;0.012;0.006;0.008;0.408;0.128;0.02;0;0.002;0.004;0.004;0.002;0.02;0.008;0.19;0.018;0.012;31.5;30;31.5;21.8;0.3;0.4;1;5;5;21.8;21.8;9;16.5;384000;-2.5;"N1";0.408;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011252_983.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011252_983.wav";0.008;0.3;0.292;0.006;0.012;0.01;0.046;0.05;0.088;0.016;0.004;0.024;0.034;0.006;0.002;0.004;0.01;0.358;0.1;0.04;9;10;9.8;4.5;1.4;3;3;4;6;12.2;15.6;5;7.9;384000;-1.6;"N2";0.358;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011252_983.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011259_263.wav";0.082;0.056;0.106;0.078;0.01;0.004;0.008;0.14;0.052;0.028;0.004;0.006;0.014;0.002;0.004;0.038;0.02;0.466;0.022;0.006;26.2;28;26.2;28.9;0.3;2.7;1;2;4;63.7;70;30;61.4;384000;-0.8;"N1";0.466;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011259_263.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011259_263.wav";0.05;0.318;0.16;0.014;0.006;0.002;0.02;0.038;0.032;0.022;0.01;0.01;0.1;0.006;0.008;0.014;0.014;0.442;0.076;0.006;11.2;11;11.6;11.2;1.3;1.5;1;0;1;16.9;19.1;4;7.6;384000;-1.2;"N2";0.442;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011259_263.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011332_939.wav";0.012;0.204;0.658;0.086;0.006;0.006;0.042;0.036;0.048;0.026;0.016;0.022;0.052;0.032;0.006;0.028;0.046;0.148;0.112;0.016;11.3;11;11.2;10.5;1.1;3.1;17;1;3;19.2;25.3;7;13.8;384000;-1.2;"N1";0.658;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011332_939.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011332_939.wav";0.018;0.086;0.186;0.078;0.002;0;0.01;0.062;0.054;0.006;0.006;0.002;0.018;0.008;0.008;0.028;0.024;0.354;0.042;0.008;47.2;36;47.2;48;0;0.1;1;4;4;62.9;62.9;34;60.3;384000;-0.8;"N2";0.354;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011332_939.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011401_549.wav";0.012;0.342;0.224;0.012;0.004;0.008;0.018;0.018;0.122;0.018;0.008;0.018;0.1;0.014;0.012;0.01;0.022;0.338;0.142;0.036;9;10;10.5;9.4;1;3.4;3;2;3;12.6;21.3;5;7;384000;-1.3;"N2";0.342;"bird";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011401_549.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011401_549.wav";0.07;0.092;0.232;0.122;0.004;0.004;0.014;0.162;0.112;0.04;0.008;0.004;0.036;0.004;0.014;0.06;0.084;0.41;0.042;0.028;25.7;29;26.2;24.8;0;3.1;3;1;3;39.6;48.7;17;38.8;384000;-1;"N1";0.41;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011401_549.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011429_463.wav";0.014;0.304;0.088;0.02;0.006;0.01;0.006;0.06;0.096;0.008;0.014;0.01;0.052;0;0.008;0.018;0.01;0.12;0.132;0.024;36;38;36;0;0;0.1;1;3;3;9.4;9.4;4;0;384000;-0.7;"N3";0.304;"bird";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011429_463.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011429_463.wav";0.014;0.078;0.152;0.032;0.002;0;0.006;0.1;0.024;0.006;0;0.004;0.028;0.006;0.002;0.028;0.018;0.458;0.038;0.004;14.3;24;14.2;19.5;0;0.1;1;9;9;72.4;72.4;31;67.4;384000;-0.4;"N1";0.458;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011429_463.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011429_463.wav";0.018;0.052;0.16;0.08;0.02;0.004;0.002;0.088;0.028;0.01;0.002;0.002;0.008;0.014;0.002;0.052;0.026;0.382;0.038;0.012;24.7;34;24.8;24.8;0;0.1;1;12;12;79;79;35;62.7;384000;-0.2;"N2";0.382;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011429_463.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";0.036;0.336;0.126;0.018;0.006;0.004;0.01;0.048;0.03;0.02;0.006;0.016;0.058;0.002;0.014;0.036;0.012;0.442;0.106;0.008;11.1;10;10.5;4.1;2.7;3;1;2;3;10.7;10.8;5;9;384000;-1.7;"N1";0.442;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";0.142;0.024;0.044;0.054;0.002;0.002;0.006;0.1;0.03;0.026;0.004;0.006;0.008;0.008;0.002;0.018;0.006;0.506;0.012;0;17.3;16;17.2;17.2;1.4;1.5;1;0;0;21.5;21.5;10;17.5;384000;-1.1;"N2";0.506;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";0.088;0.048;0.054;0.034;0.012;0;0.002;0.096;0.036;0.058;0.002;0.004;0.024;0.002;0.002;0.032;0.016;0.466;0.016;0.008;47.3;47;47.2;45;1.3;1.4;1;0;0;20.6;20.6;7;9.1;384000;-2.4;"N3";0.466;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";0.05;0.042;0.118;0.108;0.004;0;0.008;0.092;0.018;0.022;0;0.002;0.028;0.004;0.002;0.034;0.046;0.404;0.016;0.002;36.8;37;36.8;41.2;0.1;0.2;1;1;1;27;27;12;26;384000;-2.2;"N4";0.404;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011432_976.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011441_150.wav";0.114;0.084;0.13;0.154;0.01;0.01;0.008;0.238;0.06;0.04;0.012;0.012;0.03;0.012;0.016;0.048;0.026;0.498;0.05;0.024;43.4;43;43.1;43.1;0.1;0.7;4;0;2;25.3;26.4;10;24.6;384000;0.4;"N1";0.498;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011441_150.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011441_150.wav";0.106;0.04;0.172;0.1;0.006;0;0.008;0.086;0.042;0.022;0.002;0.014;0.024;0.008;0.004;0.05;0.052;0.536;0.022;0.004;34.1;34;34.1;33;0;2.1;1;1;2;52.1;70.7;19;35.9;384000;-0.4;"N2";0.536;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011441_150.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011441_150.wav";0.05;0.156;0.176;0.03;0.018;0.006;0.046;0.06;0.044;0.038;0.004;0.018;0.056;0.02;0.008;0.038;0.032;0.34;0.1;0.012;16.5;13;15;8.2;0.3;0.6;3;2;3;28.4;40.6;13;25.2;384000;-0.6;"N3";0.34;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011441_150.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";0.06;0.044;0.074;0.118;0.02;0.01;0.016;0.304;0.15;0.102;0.006;0.012;0.038;0.002;0.004;0.044;0.024;0.654;0.022;0.018;28.7;28;28.5;28.1;2.6;4.6;3;1;2;23;31.3;10;16.6;384000;-0.8;"N1";0.654;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";0.01;0.118;0.298;0.026;0.01;0.006;0.068;0.12;0.122;0.014;0.006;0.028;0.054;0.002;0.008;0.018;0.012;0.466;0.066;0.04;10.6;10;10.5;0;0.3;2.7;3;2;2;15.6;17.6;7;14.7;384000;-1.4;"N2";0.466;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";0.028;0.1;0.13;0.08;0.024;0.004;0.006;0.186;0.128;0.044;0.01;0.004;0.044;0.008;0.002;0.024;0.024;0.398;0.036;0.02;40.7;39;39;16.9;2.6;3.4;1;5;7;76.1;123.1;33;72.6;384000;-0.5;"N3";0.398;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";0.028;0.09;0.248;0.124;0.018;0.002;0.014;0.052;0.056;0.072;0.012;0.024;0.1;0.01;0.002;0.074;0.038;0.264;0.066;0.028;23.3;27;21.4;11.6;0.6;1;2;2;2;42.6;55.3;18;37.7;384000;-0.5;"N4";0.264;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";0.018;0.092;0.22;0.104;0.008;0.012;0.016;0.134;0.14;0.058;0.006;0.04;0.042;0.006;0.008;0.026;0.032;0.252;0.06;0.038;18;18;17.6;17.2;0;3.9;1;5;6;15.2;19.5;7;14.4;384000;-0.9;"N5";0.252;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011444_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";0.092;0.088;0.412;0.174;0.02;0.01;0.018;0.222;0.09;0.064;0.012;0.018;0.034;0.018;0.01;0.084;0.144;0.292;0.058;0.046;30.7;32;32.2;31.1;1.8;3.4;13;2;6;24.2;54.4;10;21.6;384000;-0.3;"N4";0.412;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";0.024;0.146;0.25;0.022;0.012;0.01;0.038;0.062;0.08;0.026;0.01;0.026;0.046;0.006;0.008;0.022;0.02;0.616;0.124;0.036;10.6;10;10.5;9.8;1.1;2.5;5;1;6;17.9;28.1;8;15;384000;-0.6;"N1";0.616;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";0.126;0.086;0.172;0.15;0.016;0.01;0.01;0.208;0.148;0.064;0.012;0.04;0.028;0.008;0.014;0.082;0.086;0.578;0.052;0.064;41;40;41.2;37.5;1.5;3.2;12;2;6;28.1;53.6;12;25.1;384000;-0.3;"N2";0.578;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";0.06;0.104;0.296;0.328;0.038;0.01;0.02;0.168;0.14;0.052;0.02;0.02;0.04;0.008;0.004;0.102;0.104;0.428;0.074;0.076;25.2;27;26.2;22.5;1.5;3.2;10;3;4;22.8;66.5;10;19.6;384000;-0.7;"N3";0.428;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";0.022;0.13;0.21;0.018;0.002;0.002;0.032;0.068;0.044;0.012;0.006;0.006;0.088;0.002;0.012;0.018;0.01;0.258;0.052;0.008;16.5;18;16.5;16.5;0;0.1;1;1;1;20.8;20.8;10;19.4;384000;-1.1;"N5";0.258;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011449_977.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011500_131.wav";0.038;0.112;0.14;0.014;0;0;0.04;0.036;0.02;0.01;0.002;0.004;0.042;0.006;0.02;0.014;0.02;0.448;0.034;0;10.5;10;10.5;12.8;3.2;3.3;1;0;0;24.5;24.5;11;21.4;384000;-1.3;"N1";0.448;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011500_131.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011505_131.wav";0.058;0.114;0.112;0.078;0.016;0.006;0.016;0.146;0.056;0.026;0.002;0.008;0.048;0.008;0.022;0.058;0.022;0.372;0.044;0.012;27.7;34;27;27;2.6;5;2;2;3;19;25.4;8;17;384000;-0.7;"N1";0.372;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011505_131.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011505_131.wav";0.02;0.326;0.212;0.096;0.008;0.004;0.042;0.174;0.078;0.032;0.016;0.024;0.094;0.012;0.008;0.028;0.02;0.35;0.134;0.026;14.2;10;10.1;9.8;2.6;3.9;4;2;4;15.3;19.7;6;13;384000;-1;"N2";0.35;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011505_131.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011510_131.wav";0.022;0.16;0.272;0.012;0.012;0.014;0.05;0.072;0.114;0.034;0.008;0.01;0.028;0.006;0.008;0.012;0.022;0.446;0.078;0.02;11.3;11;11.2;11.2;0.3;1.1;5;2;4;14.2;15.9;5;9.5;384000;-1.2;"N1";0.446;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011510_131.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011514_029.wav";0.052;0.042;0.064;0.054;0.02;0.002;0.006;0.312;0.082;0.02;0.002;0.004;0.008;0.004;0.004;0.03;0.006;0.258;0.022;0.008;33;32;33;21.8;1.1;1.2;1;2;2;37.9;37.9;16;36.3;384000;-1.8;"N3";0.312;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011514_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011514_029.wav";0.068;0.084;0.078;0.04;0.014;0;0.008;0.104;0.044;0.032;0.004;0.008;0.032;0.002;0.018;0.05;0.016;0.588;0.046;0.01;17.6;19;17.6;20.2;4.1;4.6;2;1;1;15.5;20.5;5;8.8;384000;-1.9;"N1";0.588;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011514_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011514_029.wav";0.006;0.188;0.182;0.004;0.014;0.01;0.05;0.04;0.068;0.026;0.01;0.022;0.12;0.004;0.012;0.004;0.01;0.432;0.062;0.016;10.8;10;10.5;10.5;0.8;3.1;3;2;2;19.8;20.4;9;0;384000;-0.9;"N2";0.432;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011514_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011519_029.wav";0.036;0.134;0.13;0.034;0.01;0.002;0.016;0.064;0.094;0.028;0.014;0.008;0.058;0.004;0.016;0.024;0.016;0.51;0.066;0.016;16.5;19;18.4;18.4;0;1.1;1;1;2;16.1;20.6;7;14;384000;-2.5;"N1";0.51;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011519_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011519_029.wav";0.016;0.264;0.272;0.02;0.008;0.008;0.04;0.088;0.096;0.028;0.01;0.01;0.066;0.01;0.004;0.008;0.012;0.474;0.108;0.024;11.3;10;11.2;9.8;0.8;2.1;3;1;1;17.8;18.5;7;16.4;384000;-1.3;"N2";0.474;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011519_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";0.04;0.026;0.03;0.098;0.014;0.002;0.004;0.382;0.136;0.024;0.002;0;0.012;0;0;0.022;0.01;0.196;0.002;0;42.7;45;42.8;45;4.8;4.9;1;1;1;35.1;35.1;16;29.3;384000;-1.6;"N3";0.382;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";0.016;0.244;0.374;0.026;0.012;0.012;0.044;0.142;0.096;0.03;0.012;0.042;0.05;0.008;0.006;0.01;0.016;0.732;0.116;0.044;10.4;10;10.5;10.5;0.2;4.7;13;1;3;17;22;7;12.2;384000;-1.3;"N1";0.732;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";0.08;0.096;0.116;0.084;0.012;0;0.008;0.116;0.042;0.016;0.004;0.002;0.04;0.002;0.01;0.06;0.022;0.484;0.032;0.012;29;27;28.5;21.8;1.5;2.1;2;2;6;27.3;31.8;12;24.5;384000;-1.2;"N2";0.484;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";0.052;0.198;0.11;0.166;0.01;0.004;0.008;0.15;0.074;0.036;0.012;0.008;0.028;0.006;0.008;0.036;0.02;0.278;0.064;0.02;19.5;22;19.5;8.6;0;4.6;1;5;7;13.7;16.6;6;9.5;384000;-1;"N4";0.278;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011541_794.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011546_794.wav";0.046;0.338;0.308;0.012;0.012;0.012;0.042;0.068;0.078;0.036;0.026;0.02;0.056;0.004;0.006;0.02;0.032;0.586;0.126;0.03;8.3;10;10.1;10.1;0.5;3;5;2;3;15.4;18.5;6;5.3;384000;-1;"N1";0.586;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011546_794.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";0.022;0.266;0.356;0.106;0.02;0.008;0.052;0.144;0.132;0.022;0.024;0.018;0.082;0.016;0.006;0.028;0.026;0.308;0.146;0.026;10.5;10;10.5;9.8;0;3;7;1;3;16.5;20.1;7;13.6;384000;-0.6;"N3";0.356;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";0.066;0.044;0.068;0.032;0;0;0.01;0.088;0.038;0.034;0.002;0.012;0.02;0;0.002;0.042;0.018;0.498;0.02;0.006;48.7;48;48.8;48;1.9;2;1;1;1;15.4;15.4;8;15.2;384000;-0.1;"N1";0.498;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";0.088;0.054;0.128;0.066;0.01;0.002;0.008;0.066;0.022;0.026;0.008;0.008;0.02;0.008;0.004;0.082;0.056;0.414;0.042;0.012;22.7;26;22.9;11.6;2.6;2.7;1;2;3;36.7;41.2;16;35.1;384000;-0.1;"N2";0.414;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";0.032;0.064;0.098;0.078;0.008;0.006;0.018;0.156;0.06;0.012;0.002;0.002;0.014;0.006;0.004;0.038;0.02;0.33;0.042;0.01;28.5;20;28.5;30.8;0;0.1;1;3;3;53.4;53.4;20;45.7;384000;-1.4;"N4";0.33;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011609_677.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";0.022;0.2;0.612;0.044;0.006;0.006;0.044;0.062;0.092;0.03;0.014;0.026;0.072;0.02;0.006;0.024;0.064;0.152;0.094;0.022;11.3;10;11.2;10.5;0.3;3.4;10;1;3;20.4;26.6;8;14.4;384000;-1;"N1";0.612;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";0.074;0.032;0.046;0.042;0.006;0.002;0.004;0.084;0.024;0.026;0;0.004;0.018;0;0;0.05;0.022;0.544;0.02;0.002;60.8;60;60.8;59.2;0.4;0.5;1;1;1;21.5;21.5;7;11.7;384000;-1.2;"N2";0.544;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";0.064;0.064;0.192;0.082;0.02;0.008;0.006;0.206;0.036;0.042;0.002;0.014;0.008;0.012;0.004;0.052;0.034;0.376;0.034;0.022;33;40;32.2;27.4;0;0.5;1;4;5;185.7;234.5;85;177;384000;0;"N3";0.376;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";0.074;0.016;0.028;0.14;0.004;0;0.002;0.27;0.066;0.034;0;0.002;0;0;0;0.05;0.016;0.294;0.002;0.002;26.2;27;26.2;18.8;0.1;0.2;1;1;1;56.3;56.3;25;55.9;384000;-0.7;"N4";0.294;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011619_017.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011623_106.wav";0.004;0.414;0.186;0.008;0.008;0.008;0.02;0.032;0.068;0.018;0.006;0.008;0.064;0.008;0.01;0.008;0.004;0.244;0.112;0.012;9;10;9;4.5;1;1.4;1;3;4;13.6;15.4;6;9.2;384000;-1.6;"N2";0.414;"bird";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011623_106.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011623_106.wav";0.048;0.044;0.076;0.036;0.01;0;0.006;0.098;0.036;0.03;0.002;0.006;0.018;0.008;0.006;0.062;0.016;0.466;0.028;0.004;29.2;31;29.2;29.2;1.3;1.4;1;1;1;13.3;13.3;5;11.9;384000;-2.1;"N1";0.466;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011623_106.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011721_375.wav";0.018;0.118;0.246;0.018;0.008;0.004;0.038;0.174;0.04;0.036;0.006;0.024;0.052;0.012;0.022;0.014;0.01;0.408;0.05;0.016;10.5;11;10.9;9.4;2.4;4.5;4;1;1;19.5;23.4;8;12.7;384000;-1;"N1";0.408;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011721_375.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011726_375.wav";0.012;0.092;0.336;0.012;0.008;0.006;0.048;0.19;0.13;0.044;0.01;0.018;0.034;0.008;0.008;0.012;0.018;0.684;0.066;0.028;9;10;10.5;9.8;0.2;4.5;8;0;2;20.2;24.4;8;14.4;384000;-1;"N1";0.684;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011726_375.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011731_375.wav";0.044;0.15;0.352;0.018;0.014;0.014;0.034;0.14;0.062;0.078;0.018;0.018;0.028;0.012;0.006;0.014;0.026;0.672;0.102;0.028;11.2;11;11.2;11.2;0;0.9;7;1;2;19.3;23.7;8;16.7;384000;-0.9;"N1";0.672;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011731_375.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011739_187.wav";0.038;0.31;0.408;0.02;0.012;0.008;0.048;0.072;0.162;0.028;0.026;0.028;0.036;0.006;0.008;0.01;0.014;0.396;0.124;0.046;9;10;9.8;9.4;1;2.9;5;1;5;16.3;23.9;5;8.4;384000;-1;"N2";0.408;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200611_011739_187.wav";"";""
