participation;date;idobservateur;observateur;nb_wav;nb_ta;nb_tc;nb_don;sps;dif_wav_ta;pourc_dif;idsite;site;date_debut;date_fin;trait_debut;trait_fin;trait_etat;point;temperature_debut;temperature_fin;couverture;vent;detecteur_enregistreur_type;detecteur_enregistreur_numero_serie;canal_expansion_temps;canal_enregistrement_direct;micro0_type;micro0_numero_serie;micro0_position;micro0_hauteur;micro1_type;micro1_numero_serie;micro1_position;micro1_hauteur;commentaire
1;10/06/2020 18:11;56af28f99acc8c000ed8e8d5;Charlotte R;1744;1744;1715;1744;0;0;0;55bf38f755ff1f000ecdadef;Vigiechiro - Point Fixe-340992;24/05/2020 21:00;24/05/2020 23:35;12/06/2020 12:41;12/06/2020 13:06;FINI;Z2;;;;;SM2BAT+;938XX;;;SMX-US;;SOL;;;;;;
