"esp","nuit","st_deviation","participation","mean_dur ","nb_buzz","nb_contact","somme_duree","participation.date.idobservateur.observateur.nb_wav.nb_ta.nb_tc.nb_don.sps.dif_wav_ta.pourc_dif.idsite.site.date_debut.date_fin.trait_debut.trait_fin.trait_etat.point.temperature_debut.temperature_fin.couverture.vent.detecteur_enregistreur_type.detecteur_enregistreur_numero_serie.canal_expansion_temps.canal_enregistrement_direct.micro0_type.micro0_numero_serie.micro0_position.micro0_hauteur.micro1_type.micro1_numero_serie.micro1_position.micro1_hauteur.commentaire"
"pipkuh",2020-06-10,11.4920239965951,"1",5.22375001758337,0,32,167.160000562668,"5ee10624b39173001186f44e;10/06/2020 18:11;56af28f99acc8c000ed8e8d5;Charlotte R;1744;1744;1715;1744;0;0;0;55bf38f755ff1f000ecdadef;Vigiechiro - Point Fixe-340992;24/05/2020 21:00;24/05/2020 23:35;12/06/2020 12:41;12/06/2020 13:06;FINI;Z2;;;;;SM2BAT+;938XX;;;SMX-US;;SOL;;;;;;"
"pippip",2020-06-10,11.8303632016798,"1",6.44210136097831,11,148,953.431001424789,"5ee10624b39173001186f44e;10/06/2020 18:11;56af28f99acc8c000ed8e8d5;Charlotte R;1744;1744;1715;1744;0;0;0;55bf38f755ff1f000ecdadef;Vigiechiro - Point Fixe-340992;24/05/2020 21:00;24/05/2020 23:35;12/06/2020 12:41;12/06/2020 13:06;FINI;Z2;;;;;SM2BAT+;938XX;;;SMX-US;;SOL;;;;;;"
"pippyg",2020-06-10,15.282999528758,"1",5.01049074420223,17,108,541.13300037384,"5ee10624b39173001186f44e;10/06/2020 18:11;56af28f99acc8c000ed8e8d5;Charlotte R;1744;1744;1715;1744;0;0;0;55bf38f755ff1f000ecdadef;Vigiechiro - Point Fixe-340992;24/05/2020 21:00;24/05/2020 23:35;12/06/2020 12:41;12/06/2020 13:06;FINI;Z2;;;;;SM2BAT+;938XX;;;SMX-US;;SOL;;;;;;"
"nyclei",2020-06-10,10.9121563529677,"1",1.78913043892902,0,46,82.3000001907348,"5ee10624b39173001186f44e;10/06/2020 18:11;56af28f99acc8c000ed8e8d5;Charlotte R;1744;1744;1715;1744;0;0;0;55bf38f755ff1f000ecdadef;Vigiechiro - Point Fixe-340992;24/05/2020 21:00;24/05/2020 23:35;12/06/2020 12:41;12/06/2020 13:06;FINI;Z2;;;;;SM2BAT+;938XX;;;SMX-US;;SOL;;;;;;"
